timestamp,market,buy_volume,sell_volume,net_flow,message
2025-10-04T13:37:36.650091,BTC/USDT,0,0,0,"BTC/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:36.753709,ETH/USDT,0,0,0,"ETH/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:36.825620,XRP/USDT,0,0,0,"XRP/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:36.942796,SOL/USDT,0,0,0,"SOL/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:37.013665,ADA/USDT,0,0,0,"ADA/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:37.055195,BNB/USDT,0,0,0,"BNB/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:37.095448,DOGE/USDT,0,0,0,"DOGE/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:37.136422,LTC/USDT,0,0,0,"LTC/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:37.177593,DOT/USDT,0,0,0,"DOT/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:37.566772,EURUSD=X,0,0,0,"EURUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:37.766027,GBPUSD=X,0,0,0,"GBPUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:37.900894,USDJPY=X,0,0,0,"USDJPY=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:38.142239,AUDUSD=X,0,0,0,"AUDUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:38.367906,USDCAD=X,0,0,0,"USDCAD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:38.619382,USDCHF=X,0,0,0,"USDCHF=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:38.912673,NZDUSD=X,0,0,0,"NZDUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:39.091908,GC=F,0,0,0,"GC=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:39.260489,SI=F,0,0,0,"SI=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:39.400214,CL=F,0,0,0,"CL=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:39.630710,NG=F,0,0,0,"NG=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:39.994686,AAPL,0,0,0,"AAPL: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:40.230228,MSFT,0,0,0,"MSFT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:40.421411,AMZN,0,0,0,"AMZN: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:40.662463,TSLA,0,0,0,"TSLA: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:40.757403,GOOG,0,0,0,"GOOG: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:37:41.070451,NVDA,0,0,0,"NVDA: Buy 0.00, Sell 0.00, Net 0.00"
