timestamp,market,buy_volume,sell_volume,net_flow,message
2025-10-04T14:13:48.436970,BTC/USDT,0,0,0,"BTC/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:48.518889,ETH/USDT,0,0,0,"ETH/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:48.582783,XRP/USDT,0,0,0,"XRP/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:48.657161,SOL/USDT,0,0,0,"SOL/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:48.701775,ADA/USDT,0,0,0,"ADA/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:48.764762,BNB/USDT,0,0,0,"BNB/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:48.808347,DOGE/USDT,0,0,0,"DOGE/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:48.881162,LTC/USDT,0,0,0,"LTC/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:48.925155,DOT/USDT,0,0,0,"DOT/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:49.537186,EURUSD=X,0,0,0,"EURUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:49.763161,GBPUSD=X,0,0,0,"GBPUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:49.969024,USDJPY=X,0,0,0,"USDJPY=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:50.144423,AUDUSD=X,0,0,0,"AUDUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:50.394301,USDCAD=X,0,0,0,"USDCAD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:50.581888,USDCHF=X,0,0,0,"USDCHF=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:50.772004,NZDUSD=X,0,0,0,"NZDUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:50.960031,GC=F,0,0,0,"GC=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:51.222015,SI=F,0,0,0,"SI=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:51.398075,CL=F,0,0,0,"CL=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:51.583429,NG=F,0,0,0,"NG=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:51.882295,AAPL,0,0,0,"AAPL: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:52.120373,MSFT,0,0,0,"MSFT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:52.308405,AMZN,0,0,0,"AMZN: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:52.494403,TSLA,0,0,0,"TSLA: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:52.677798,GOOG,0,0,0,"GOOG: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T14:13:52.883687,NVDA,0,0,0,"NVDA: Buy 0.00, Sell 0.00, Net 0.00"
