timestamp,market,buy_volume,sell_volume,net_flow,message
2025-10-04T15:36:54.258958,BTC/USDT,0,0,0,"BTC/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:54.300443,ETH/USDT,0,0,0,"ETH/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:54.358156,XRP/USDT,0,0,0,"XRP/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:54.400070,SOL/USDT,0,0,0,"SOL/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:54.446615,ADA/USDT,0,0,0,"ADA/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:54.876939,EURUSD=X,0,0,0,"EURUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:54.995171,GBPUSD=X,0,0,0,"GBPUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:55.099259,USDJPY=X,0,0,0,"USDJPY=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:55.203211,AUDUSD=X,0,0,0,"AUDUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:55.357437,GC=F,0,0,0,"GC=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:55.556310,SI=F,0,0,0,"SI=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:55.660238,CL=F,0,0,0,"CL=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:55.867826,AAPL,0,0,0,"AAPL: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:56.032246,MSFT,0,0,0,"MSFT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:36:56.149691,AMZN,0,0,0,"AMZN: Buy 0.00, Sell 0.00, Net 0.00"
