timestamp,market,buy_volume,sell_volume,net_flow,message
2025-10-04T15:14:48.261022,BTC/USDT,0,0,0,"BTC/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:48.304994,ETH/USDT,0,0,0,"ETH/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:48.389203,XRP/USDT,0,0,0,"XRP/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:48.516007,SOL/USDT,0,0,0,"SOL/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:48.580805,ADA/USDT,0,0,0,"ADA/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:50.421274,EURUSD=X,0,0,0,"EURUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:50.605858,GBPUSD=X,0,0,0,"GBPUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:50.803782,USDJPY=X,0,0,0,"USDJPY=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:50.938405,AUDUSD=X,0,0,0,"AUDUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:51.884144,GC=F,0,0,0,"GC=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:51.995122,SI=F,0,0,0,"SI=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:52.119697,CL=F,0,0,0,"CL=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:52.319201,AAPL,0,0,0,"AAPL: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:52.461182,MSFT,0,0,0,"MSFT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T15:14:52.620399,AMZN,0,0,0,"AMZN: Buy 0.00, Sell 0.00, Net 0.00"
