timestamp,market,buy_volume,sell_volume,net_flow,message
2025-10-04T13:26:13.152858,BTC/USDT,0,0,0,"BTC/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:13.292243,ETH/USDT,0,0,0,"ETH/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:13.402563,XRP/USDT,0,0,0,"XRP/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:13.497626,SOL/USDT,0,0,0,"SOL/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:13.586393,ADA/USDT,0,0,0,"ADA/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:13.676124,BNB/USDT,0,0,0,"BNB/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:13.774711,DOGE/USDT,0,0,0,"DOGE/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:13.867865,LTC/USDT,0,0,0,"LTC/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:13.957704,DOT/USDT,0,0,0,"DOT/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:14.678568,EURUSD=X,0,0,0,"EURUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:14.998020,GBPUSD=X,0,0,0,"GBPUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:15.336511,USDJPY=X,0,0,0,"USDJPY=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:15.632395,AUDUSD=X,0,0,0,"AUDUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:15.969647,USDCAD=X,0,0,0,"USDCAD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:16.195312,USDCHF=X,0,0,0,"USDCHF=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:16.485030,NZDUSD=X,0,0,0,"NZDUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:16.821742,GC=F,0,0,0,"GC=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:17.097224,SI=F,0,0,0,"SI=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:17.326574,CL=F,0,0,0,"CL=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:17.665898,NG=F,0,0,0,"NG=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:18.076920,AAPL,0,0,0,"AAPL: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:18.408950,MSFT,0,0,0,"MSFT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:18.745067,AMZN,0,0,0,"AMZN: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:19.070951,TSLA,0,0,0,"TSLA: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:19.408947,GOOG,0,0,0,"GOOG: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:26:19.668726,NVDA,0,0,0,"NVDA: Buy 0.00, Sell 0.00, Net 0.00"
