timestamp,market,buy_volume,sell_volume,net_flow,message
2025-10-04T11:17:32.224857,BTC/USDT,0,0,0,"BTC/USDT: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:32.366864,ETH/USDT,0,0,0,"ETH/USDT: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:32.422599,XRP/USDT,0,0,0,"XRP/USDT: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:32.557819,SOL/USDT,0,0,0,"SOL/USDT: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:32.611836,ADA/USDT,0,0,0,"ADA/USDT: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:32.668138,BNB/USDT,0,0,0,"BNB/USDT: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:32.758520,DOGE/USDT,0,0,0,"DOGE/USDT: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:32.842409,LTC/USDT,0,0,0,"LTC/USDT: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:32.973743,DOT/USDT,0,0,0,"DOT/USDT: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:33.263852,EURUSD=X,0,0,0,"EURUSD=X: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:33.370236,GBPUSD=X,0,0,0,"GBPUSD=X: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:33.485001,USDJPY=X,0,0,0,"USDJPY=X: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:33.593651,AUDUSD=X,0,0,0,"AUDUSD=X: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:33.690281,USDCAD=X,0,0,0,"USDCAD=X: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:33.795284,USDCHF=X,0,0,0,"USDCHF=X: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:33.896278,NZDUSD=X,0,0,0,"NZDUSD=X: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:34.003916,GC=F,0,0,0,"GC=F: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:34.113696,SI=F,0,0,0,"SI=F: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:34.214742,CL=F,0,0,0,"CL=F: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:34.341483,NG=F,0,0,0,"NG=F: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:34.577667,AAPL,0,0,0,"AAPL: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:34.754474,MSFT,0,0,0,"MSFT: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:34.873736,AMZN,0,0,0,"AMZN: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:34.978209,TSLA,0,0,0,"TSLA: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:35.095223,GOOG,0,0,0,"GOOG: Buy 0, Sell 0, Net 0"
2025-10-04T11:17:35.222036,NVDA,0,0,0,"NVDA: Buy 0, Sell 0, Net 0"
