timestamp,market,buy_volume,sell_volume,net_flow,message
2025-10-04T13:00:01.320365,BTC/USDT,0,0,0,"BTC/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:01.449244,ETH/USDT,0,0,0,"ETH/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:01.584242,XRP/USDT,0,0,0,"XRP/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:01.701433,SOL/USDT,0,0,0,"SOL/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:01.765722,ADA/USDT,0,0,0,"ADA/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:01.812224,BNB/USDT,0,0,0,"BNB/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:01.960012,DOGE/USDT,0,0,0,"DOGE/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:02.099214,LTC/USDT,0,0,0,"LTC/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:02.220454,DOT/USDT,0,0,0,"DOT/USDT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:02.489265,EURUSD=X,0,0,0,"EURUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:02.584373,GBPUSD=X,0,0,0,"GBPUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:02.683378,USDJPY=X,0,0,0,"USDJPY=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:02.780388,AUDUSD=X,0,0,0,"AUDUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:02.869376,USDCAD=X,0,0,0,"USDCAD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:02.989326,USDCHF=X,0,0,0,"USDCHF=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:03.123906,NZDUSD=X,0,0,0,"NZDUSD=X: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:03.223976,GC=F,0,0,0,"GC=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:03.368389,SI=F,0,0,0,"SI=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:03.485760,CL=F,0,0,0,"CL=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:03.579860,NG=F,0,0,0,"NG=F: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:03.767154,AAPL,0,0,0,"AAPL: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:03.963242,MSFT,0,0,0,"MSFT: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:04.100884,AMZN,0,0,0,"AMZN: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:04.210307,TSLA,0,0,0,"TSLA: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:04.315191,GOOG,0,0,0,"GOOG: Buy 0.00, Sell 0.00, Net 0.00"
2025-10-04T13:00:04.441428,NVDA,0,0,0,"NVDA: Buy 0.00, Sell 0.00, Net 0.00"
