timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2025-10-08T01:14:59.130237,BTC/USDT,1327.0475913520002,1640.8385736779999,-313.7909823259997,44.713561018220055,55.28643898177995,-10.572877963559895,⚪,⚪ Buy: 44.7% | Sell: 55.3% | Net: -10.6% | Value: -314
2025-10-08T01:15:00.380307,ETH/USDT,68896.298312432,82483.523452898,-13587.225140466006,45.5122073133601,54.4877926866399,-8.97558537327981,⚪,"⚪ Buy: 45.5% | Sell: 54.5% | Net: -9.0% | Value: -13,587"
2025-10-08T01:15:01.693440,BNB/USDT,7921.820062324001,9083.441343486,-1161.621281161999,46.584523891043744,53.41547610895626,-6.830952217912513,⚪,"⚪ Buy: 46.6% | Sell: 53.4% | Net: -6.8% | Value: -1,162"
2025-10-08T01:15:02.932039,XRP/USDT,7591404.261913625,9012955.423970435,-1421551.1620568102,45.71934362736879,54.28065637263122,-8.56131274526244,⚪,"⚪ Buy: 45.7% | Sell: 54.3% | Net: -8.6% | Value: -1,421,551"
2025-10-08T01:15:04.279063,SOL/USDT,107186.58442324802,122632.057041072,-15445.47261782398,46.63963886493039,53.36036113506961,-6.720722270139228,⚪,"⚪ Buy: 46.6% | Sell: 53.4% | Net: -6.7% | Value: -15,445"
2025-10-08T01:15:05.629075,DOGE/USDT,25636948.68120203,29460452.948901355,-3823504.2676993236,46.530231776292794,53.469768223707206,-6.9395364474144055,⚪,"⚪ Buy: 46.5% | Sell: 53.5% | Net: -6.9% | Value: -3,823,504"
2025-10-08T01:15:06.883774,ADA/USDT,11436366.179058699,13469089.645795923,-2032723.4667372238,45.919120129677275,54.08087987032273,-8.16175974064546,⚪,"⚪ Buy: 45.9% | Sell: 54.1% | Net: -8.2% | Value: -2,032,723"
2025-10-08T01:15:08.030204,TRX/USDT,4269612.711360001,5487991.95204,-1218379.2406799989,43.756770833060884,56.2432291669391,-12.486458333878216,⚪,"⚪ Buy: 43.8% | Sell: 56.2% | Net: -12.5% | Value: -1,218,379"
2025-10-08T01:15:09.460986,AVAX/USDT,164428.1103,202682.5295,-38254.419200000004,44.78979699133199,55.21020300866801,-10.420406017336031,⚪,"⚪ Buy: 44.8% | Sell: 55.2% | Net: -10.4% | Value: -38,254"
2025-10-08T01:15:10.897000,DOT/USDT,301614.77157999994,355765.46842,-54150.69684000005,45.88132609218676,54.11867390781323,-8.237347815626471,⚪,"⚪ Buy: 45.9% | Sell: 54.1% | Net: -8.2% | Value: -54,151"
2025-10-08T01:15:12.232927,LINK/USDT,267462.586247182,312845.35813455796,-45382.77188737597,46.0897681716449,53.910231828355094,-7.820463656710193,⚪,"⚪ Buy: 46.1% | Sell: 53.9% | Net: -7.8% | Value: -45,383"
2025-10-08T01:15:13.445646,SUI/USDT,1026389.1000000002,1171536.5000000002,-145147.40000000002,46.698082046089276,53.30191795391072,-6.603835907821447,⚪,"⚪ Buy: 46.7% | Sell: 53.3% | Net: -6.6% | Value: -145,147"
2025-10-08T01:15:14.634602,SHIB/USDT,108233234410.86902,119381164954.28331,-11147930543.414291,47.55113679659384,52.44886320340615,-4.897726406812308,⚪,"⚪ Buy: 47.6% | Sell: 52.4% | Net: -4.9% | Value: -11,147,930,543"
2025-10-08T01:15:15.763977,LTC/USDT,35172.8862,36473.2798,-1300.3935999999958,49.09248905238,50.907510947620004,-1.8150218952399992,⚪,"⚪ Buy: 49.1% | Sell: 50.9% | Net: -1.8% | Value: -1,300"
2025-10-08T01:15:16.961880,ATOM/USDT,55269.386119999996,71071.28198,-15801.895860000004,43.746314588311094,56.253685411688906,-12.507370823377817,⚪,"⚪ Buy: 43.7% | Sell: 56.3% | Net: -12.5% | Value: -15,802"
2025-10-08T01:15:18.212341,XLM/USDT,5184828.802,5591750.818000001,-406922.01600000076,48.112007564789835,51.887992435210165,-3.7759848704203307,⚪,"⚪ Buy: 48.1% | Sell: 51.9% | Net: -3.8% | Value: -406,922"
2025-10-08T01:15:19.341040,UNI/USDT,203894.092958062,227714.964438708,-23820.87148064599,47.24045741482808,52.75954258517193,-5.519085170343846,⚪,"⚪ Buy: 47.2% | Sell: 52.8% | Net: -5.5% | Value: -23,821"
2025-10-08T01:15:20.522471,ICP/USDT,51942.26788,57531.58812,-5589.320240000001,47.447189473256515,52.55281052674348,-5.1056210534869635,⚪,"⚪ Buy: 47.4% | Sell: 52.6% | Net: -5.1% | Value: -5,589"
2025-10-08T01:15:21.708354,APT/USDT,118923.9886,142153.3993,-23229.410699999993,45.551240402922694,54.44875959707731,-8.897519194154615,⚪,"⚪ Buy: 45.6% | Sell: 54.4% | Net: -8.9% | Value: -23,229"
2025-10-08T01:15:23.051021,NEAR/USDT,789864.0979600002,885857.78784,-95993.68987999985,47.13575114422487,52.86424885577513,-5.728497711550258,⚪,"⚪ Buy: 47.1% | Sell: 52.9% | Net: -5.7% | Value: -95,994"
2025-10-08T01:15:23.783079,AAPL,0,31427700.0,-31427700.0,0.0,100.0,-100.0,🔴,"🔴 Buy: 0.0% | Sell: 100.0% | Net: -100.0% | Value: -31,427,700"
2025-10-08T01:15:24.086776,MSFT,0,14594520.0,-14594520.0,0.0,100.0,-100.0,🔴,"🔴 Buy: 0.0% | Sell: 100.0% | Net: -100.0% | Value: -14,594,520"
2025-10-08T01:15:24.388317,GOOG,0,13793020.0,-13793020.0,0.0,100.0,-100.0,🔴,"🔴 Buy: 0.0% | Sell: 100.0% | Net: -100.0% | Value: -13,793,020"
2025-10-08T01:15:24.639773,GC=F,22826.0,0,22826.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 22,826"
2025-10-08T01:15:24.844817,CL=F,5616.0,0,5616.0,100.0,0.0,100.0,🟢,"🟢 Buy: 100.0% | Sell: 0.0% | Net: 100.0% | Value: 5,616"
2025-10-08T01:15:25.035085,TSLA,0,99479964.0,-99479964.0,0.0,100.0,-100.0,🔴,"🔴 Buy: 0.0% | Sell: 100.0% | Net: -100.0% | Value: -99,479,964"
2025-10-08T01:15:25.375363,NVDA,0,139132055.0,-139132055.0,0.0,100.0,-100.0,🔴,"🔴 Buy: 0.0% | Sell: 100.0% | Net: -100.0% | Value: -139,132,055"
2025-10-08T02:42:30.431641,BTC/USDT,1442.02734697,1484.1152952999998,-42.08794832999979,49.280828833803035,50.71917116619697,-1.4383423323939337,⚪,⚪ Buy: 49.3% | Sell: 50.7% | Net: -1.4% | Value: -42
2025-10-08T02:42:31.643134,ETH/USDT,70653.90400994799,77967.10307697201,-7313.199067024019,47.5396482602399,52.46035173976009,-4.920703479520189,⚪,"⚪ Buy: 47.5% | Sell: 52.5% | Net: -4.9% | Value: -7,313"
2025-10-08T02:42:33.008088,BNB/USDT,7498.57994182,8448.581162729999,-950.0012209099987,47.02140959547042,52.97859040452958,-5.957180809059156,⚪,⚪ Buy: 47.0% | Sell: 53.0% | Net: -6.0% | Value: -950
2025-10-08T02:42:34.312957,XRP/USDT,6906887.589793624,7723985.289590435,-817097.6997968107,47.2076249088728,52.7923750911272,-5.584750182254399,⚪,"⚪ Buy: 47.2% | Sell: 52.8% | Net: -5.6% | Value: -817,098"
2025-10-08T02:42:35.732182,SOL/USDT,100845.061423248,108668.36304107198,-7823.301617823978,48.13298321149911,51.8670167885009,-3.734033577001784,⚪,"⚪ Buy: 48.1% | Sell: 51.9% | Net: -3.7% | Value: -7,823"
2025-10-08T02:42:36.952185,DOGE/USDT,23820080.220142033,26223960.40896136,-2403880.1888193265,47.59823531573374,52.40176468426626,-4.8035293685325176,⚪,"⚪ Buy: 47.6% | Sell: 52.4% | Net: -4.8% | Value: -2,403,880"
2025-10-08T02:42:38.137441,ADA/USDT,10531195.511058697,11661975.043795923,-1130779.5327372253,47.45241553039416,52.547584469605845,-5.095168939211681,⚪,"⚪ Buy: 47.5% | Sell: 52.5% | Net: -5.1% | Value: -1,130,780"
2025-10-08T02:42:39.566856,TRX/USDT,4204866.869360001,4928055.87404,-723189.0046799993,46.040758117643016,53.95924188235699,-7.918483764713977,⚪,"⚪ Buy: 46.0% | Sell: 54.0% | Net: -7.9% | Value: -723,189"
2025-10-08T02:42:40.771452,AVAX/USDT,158392.92598,185857.50442,-27464.578440000012,46.01095946226012,53.989040537739875,-7.978081075479756,⚪,"⚪ Buy: 46.0% | Sell: 54.0% | Net: -8.0% | Value: -27,465"
2025-10-08T02:42:42.116123,DOT/USDT,264546.49997999996,300163.06102,-35616.56104000006,46.84647086752618,53.15352913247382,-6.307058264947645,⚪,"⚪ Buy: 46.8% | Sell: 53.2% | Net: -6.3% | Value: -35,617"
2025-10-08T02:42:43.197323,LINK/USDT,244336.65986345802,265215.181908972,-20878.522045513964,47.9512857835142,52.04871421648579,-4.097428432971592,⚪,"⚪ Buy: 48.0% | Sell: 52.0% | Net: -4.1% | Value: -20,879"
2025-10-08T02:42:44.388254,SUI/USDT,1016479.3200000003,1109920.2799999998,-93440.9599999995,47.8028363060264,52.19716369397359,-4.39432738794719,⚪,"⚪ Buy: 47.8% | Sell: 52.2% | Net: -4.4% | Value: -93,441"
2025-10-08T02:42:45.604998,SHIB/USDT,108914353813.03471,112809119388.12851,-3894765575.093796,49.12170652956528,50.87829347043472,-1.7565869408694448,⚪,"⚪ Buy: 49.1% | Sell: 50.9% | Net: -1.8% | Value: -3,894,765,575"
2025-10-08T02:42:46.928887,LTC/USDT,32014.392,30772.909,1241.4830000000002,50.98864179557583,49.01135820442417,1.9772835911516569,⚪,"⚪ Buy: 51.0% | Sell: 49.0% | Net: 2.0% | Value: 1,241"
2025-10-08T02:42:48.296302,ATOM/USDT,37810.30823999999,44882.66516,-7072.356920000006,45.72372559045023,54.27627440954977,-8.552548819099552,⚪,"⚪ Buy: 45.7% | Sell: 54.3% | Net: -8.6% | Value: -7,072"
2025-10-08T02:42:49.649539,XLM/USDT,6245195.114,5815889.9459999995,429305.1680000005,51.779712048560924,48.22028795143909,3.559424097121827,⚪,"⚪ Buy: 51.8% | Sell: 48.2% | Net: 3.6% | Value: 429,305"
2025-10-08T02:42:50.840379,UNI/USDT,212543.059058062,221083.920738708,-8540.86168064599,49.01518331670127,50.98481668329873,-1.9696333665974557,⚪,"⚪ Buy: 49.0% | Sell: 51.0% | Net: -2.0% | Value: -8,541"
2025-10-08T02:42:52.138309,ICP/USDT,40228.45900999999,39794.72789,433.73111999998946,50.27100340338981,49.72899659661017,0.5420068067796354,⚪,⚪ Buy: 50.3% | Sell: 49.7% | Net: 0.5% | Value: 434
