timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2026-02-05T01:55:03.971003,BTC/USDT,4679.388467742001,5762.239530788,-1082.8510630459987,44.81474027230981,55.185259727690195,-10.37051945538038,⚪,"⚪ Buy: 44.8% | Sell: 55.2% | Net: -10.4% | Value: -1,083"
2026-02-05T01:55:06.053562,ETH/USDT,101927.66841773601,123012.809218454,-21085.140800717985,45.313173284263165,54.686826715736835,-9.373653431473668,⚪,"⚪ Buy: 45.3% | Sell: 54.7% | Net: -9.4% | Value: -21,085"
2026-02-05T01:55:07.237634,BNB/USDT,3871.47156,4696.19644,-824.7248799999998,45.186993240167574,54.813006759832426,-9.626013519664859,⚪,⚪ Buy: 45.2% | Sell: 54.8% | Net: -9.6% | Value: -825
2026-02-05T01:55:08.405119,XRP/USDT,12505239.46465038,15233608.614375567,-2728369.1497251876,45.08204316568543,54.91795683431457,-9.835913668629152,⚪,"⚪ Buy: 45.1% | Sell: 54.9% | Net: -9.8% | Value: -2,728,369"
2026-02-05T01:55:09.542694,SOL/USDT,214361.181535176,249055.47435455406,-34694.29281937805,46.25668473732701,53.743315262672986,-7.486630525345976,⚪,"⚪ Buy: 46.3% | Sell: 53.7% | Net: -7.5% | Value: -34,694"
2026-02-05T01:55:11.409017,DOGE/USDT,23024026.571762364,26834925.810643543,-3810899.238881178,46.17831998388923,53.82168001611076,-7.643360032221532,⚪,"⚪ Buy: 46.2% | Sell: 53.8% | Net: -7.6% | Value: -3,810,899"
2026-02-05T01:55:13.086401,ADA/USDT,7721532.802000002,9483427.758,-1761894.9559999974,44.87968905870018,55.12031094129982,-10.240621882599637,⚪,"⚪ Buy: 44.9% | Sell: 55.1% | Net: -10.2% | Value: -1,761,895"
2026-02-05T01:55:14.232413,TRX/USDT,4020360.539,4657726.700999999,-637366.1619999995,46.32772669614232,53.672273303857686,-7.344546607715362,⚪,"⚪ Buy: 46.3% | Sell: 53.7% | Net: -7.3% | Value: -637,366"
2026-02-05T01:55:15.404463,AVAX/USDT,289383.90072000003,289464.45808000007,-80.55736000003526,49.99304158344968,50.006958416550326,-0.013916833100647853,⚪,⚪ Buy: 50.0% | Sell: 50.0% | Net: -0.0% | Value: -81
2026-02-05T01:55:16.530700,DOT/USDT,231435.38782,222074.67918,9360.708639999997,51.03202875979377,48.967971240206225,2.064057519587541,⚪,"⚪ Buy: 51.0% | Sell: 49.0% | Net: 2.1% | Value: 9,361"
2026-02-05T01:55:18.226700,LINK/USDT,121733.57809339599,121875.200590094,-141.62249669800804,49.97093239056011,50.02906760943989,-0.05813521887978094,⚪,⚪ Buy: 50.0% | Sell: 50.0% | Net: -0.1% | Value: -142
2026-02-05T01:55:19.654627,SUI/USDT,4206576.42,4955357.4799999995,-748781.0599999996,45.913629872400634,54.08637012759937,-8.172740255198738,⚪,"⚪ Buy: 45.9% | Sell: 54.1% | Net: -8.2% | Value: -748,781"
2026-02-05T01:55:21.179385,SHIB/USDT,512485233416.29987,584608103739.9924,-72122870323.69257,46.71300208099715,53.28699791900286,-6.573995838005707,⚪,"⚪ Buy: 46.7% | Sell: 53.3% | Net: -6.6% | Value: -72,122,870,324"
2026-02-05T01:55:22.793260,LTC/USDT,45422.561,51697.56999999999,-6275.008999999991,46.7694601853451,53.2305398146549,-6.461079629309799,⚪,"⚪ Buy: 46.8% | Sell: 53.2% | Net: -6.5% | Value: -6,275"
2026-02-05T01:55:24.051791,ATOM/USDT,91575.69443999999,86022.91565999998,5552.778780000008,51.56329454855345,48.43670545144654,3.1265890971069084,⚪,"⚪ Buy: 51.6% | Sell: 48.4% | Net: 3.1% | Value: 5,553"
2026-02-05T01:55:25.368006,XLM/USDT,4656755.264,5094612.635999999,-437857.3719999986,47.754892562304015,52.24510743769599,-4.490214875391981,⚪,"⚪ Buy: 47.8% | Sell: 52.2% | Net: -4.5% | Value: -437,857"
2026-02-05T01:55:26.474952,UNI/USDT,303793.95219,319720.37610999995,-15926.423919999972,48.72285020591082,51.27714979408918,-2.554299588178361,⚪,"⚪ Buy: 48.7% | Sell: 51.3% | Net: -2.6% | Value: -15,926"
2026-02-05T01:55:27.838491,ICP/USDT,104973.007872712,124462.226759068,-19489.218886356,45.752784240477666,54.24721575952233,-8.494431519044664,⚪,"⚪ Buy: 45.8% | Sell: 54.2% | Net: -8.5% | Value: -19,489"
2026-02-05T01:55:29.191852,APT/USDT,225467.39793999997,197759.82876,27707.569179999962,53.27336799619937,46.726632003800624,6.5467359923987525,⚪,"⚪ Buy: 53.3% | Sell: 46.7% | Net: 6.5% | Value: 27,708"
2026-02-05T01:55:30.275170,NEAR/USDT,809649.3015345919,811027.755401888,-1378.4538672961062,49.95747290117434,50.04252709882565,-0.08505419765130497,⚪,"⚪ Buy: 50.0% | Sell: 50.0% | Net: -0.1% | Value: -1,378"
2026-02-05T01:55:30.663021,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-02-05T01:55:30.828895,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-02-05T01:55:30.922901,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-02-05T01:55:31.016808,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-02-05T01:55:31.114266,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-02-05T01:55:31.210612,TSLA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-02-05T01:55:31.378952,NVDA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-02-05T04:13:27.064409,BTC/USDT,4280.320367778,5163.637380842,-883.3170130640001,45.32337481500765,54.67662518499237,-9.353250369984712,⚪,⚪ Buy: 45.3% | Sell: 54.7% | Net: -9.4% | Value: -883
2026-02-05T04:13:28.013329,ETH/USDT,71289.422023216,77055.43962667401,-5766.017603458007,48.0565496036302,51.943450396369784,-3.886900792739579,⚪,"⚪ Buy: 48.1% | Sell: 51.9% | Net: -3.9% | Value: -5,766"
2026-02-05T04:13:28.915024,BNB/USDT,3311.25586,3850.2451400000004,-538.9892800000002,46.236897264972804,53.7631027350272,-7.526205470054395,⚪,⚪ Buy: 46.2% | Sell: 53.8% | Net: -7.5% | Value: -539
2026-02-05T04:13:29.881995,XRP/USDT,12375323.708850382,14644993.178975571,-2269669.470125189,45.80006874170341,54.199931258296594,-8.39986251659318,⚪,"⚪ Buy: 45.8% | Sell: 54.2% | Net: -8.4% | Value: -2,269,669"
2026-02-05T04:13:31.333020,SOL/USDT,189912.39129517603,197459.51999455402,-7547.128699377994,49.02585493689381,50.97414506310619,-1.9482901262123808,⚪,"⚪ Buy: 49.0% | Sell: 51.0% | Net: -1.9% | Value: -7,547"
