Symbol,Buy,Sell,Net,Timestamp
ADA/USDT,7666877.812999999,6642378.117,1024499.6959999995,2025-10-20 14:17:38
TRX/USDT,2924678.986,2748943.694,175735.2919999999,2025-10-20 14:17:38
AVAX/USDT,138182.81538000001,144232.39962,-6049.5842399999965,2025-10-20 14:17:38
DOT/USDT,235717.45509999996,205928.38260000004,29789.072499999922,2025-10-20 14:17:38
LINK/USDT,365001.610961462,309603.6275743081,55397.983387153945,2025-10-20 14:17:38
SUI/USDT,1475432.2094891397,1336836.00564567,138596.20384346973,2025-10-20 14:17:38
SHIB/USDT,108637170776.36945,95961557809.8488,12675612966.520645,2025-10-20 14:17:38
LTC/USDT,21415.439599999998,22634.168400000002,-1218.7288000000044,2025-10-20 14:17:38
ATOM/USDT,60833.399659999995,54013.463540000004,6819.936119999991,2025-10-20 14:17:38
XLM/USDT,2361484.726,2122020.464,239464.26199999964,2025-10-20 14:17:38
UNI/USDT,357692.7189031041,343376.991104656,14315.72779844806,2025-10-20 14:17:38
ICP/USDT,43881.63054,46990.073059999995,-3108.442519999997,2025-10-20 14:17:38
APT/USDT,65113.223540000006,55203.957160000005,9909.266380000001,2025-10-20 14:17:38
NEAR/USDT,492171.45498,451345.2071199999,40826.24786000006,2025-10-20 14:17:38
AAPL,17362331.0,0.0,17362331.0,2025-10-20 14:17:38
MSFT,2291559.0,0.0,2291559.0,2025-10-20 14:17:38
GOOG,3029416.0,0.0,3029416.0,2025-10-20 14:17:38
GC=F,0.0,0.0,0.0,2025-10-20 14:17:38
CL=F,0.0,0.0,0.0,2025-10-20 14:17:38
TSLA,18344631.0,0.0,18344631.0,2025-10-20 14:17:38
NVDA,0.0,30455842.0,-30455842.0,2025-10-20 14:17:38
BTC/USDT,1191.70351395,1102.4283853700001,89.27512857999977,2025-10-20 14:43:16
ETH/USDT,53987.71705414,48374.89025076001,5612.82680337999,2025-10-20 14:43:16
BNB/USDT,3157.67724,3552.21916,-394.5419200000001,2025-10-20 14:43:16
XRP/USDT,6608046.102350125,5383443.345133415,1224602.7572167097,2025-10-20 14:43:16
SOL/USDT,91778.87386017198,81958.37257344801,9820.501286723971,2025-10-20 14:43:16
DOGE/USDT,22986651.17888,19101797.25542,3884853.9234599993,2025-10-20 14:43:16
ADA/USDT,7901215.368999999,6993884.450999999,907330.9179999996,2025-10-20 14:43:16
TRX/USDT,3014294.19,2883366.5,130927.68999999994,2025-10-20 14:43:16
AVAX/USDT,143753.00302,152587.68108,-8834.678060000006,2025-10-20 14:43:16
DOT/USDT,244208.35505999997,218664.73254000006,25543.622519999917,2025-10-20 14:43:16
LINK/USDT,372445.29744146205,320769.15729430807,51676.14014715399,2025-10-20 14:43:16
SUI/USDT,1546853.9694891397,1443968.6456456701,102885.32384346961,2025-10-20 14:43:16
SHIB/USDT,113876972452.34384,103821260323.8104,10055712128.533447,2025-10-20 14:43:16
LTC/USDT,22753.227994072,23283.356996048,-530.1290019760017,2025-10-20 14:43:16
ATOM/USDT,65854.09286,61544.50334,4309.589520000001,2025-10-20 14:43:16
XLM/USDT,2400336.118,2180297.552,220038.56599999964,2025-10-20 14:43:16
UNI/USDT,368299.2593431041,359286.80176465603,9012.457578448055,2025-10-20 14:43:16
ICP/USDT,44358.49906,47705.37583999999,-3346.8767799999914,2025-10-20 14:43:16
APT/USDT,67737.0963,59139.76630000001,8597.329999999994,2025-10-20 14:43:16
NEAR/USDT,522438.0731,496745.1342999999,25692.93880000006,2025-10-20 14:43:16
AAPL,24318251.0,0.0,24318251.0,2025-10-20 14:43:16
MSFT,3056828.0,0.0,3056828.0,2025-10-20 14:43:16
GOOG,3710509.0,0.0,3710509.0,2025-10-20 14:43:16
GC=F,0.0,0.0,0.0,2025-10-20 14:43:16
CL=F,0.0,0.0,0.0,2025-10-20 14:43:16
TSLA,0.0,0.0,0.0,2025-10-20 14:43:16
NVDA,46984281.0,0.0,46984281.0,2025-10-20 14:43:16
BTC/USDT,1083.529179208,995.7861353720001,87.74304383599986,2025-10-20 15:18:31
ETH/USDT,49293.4656926,46790.295985000004,2503.169707599998,2025-10-20 15:18:31
BNB/USDT,3134.87364,3570.55016,-435.67652,2025-10-20 15:18:31
XRP/USDT,6128094.607940227,5063475.682193484,1064618.9257467426,2025-10-20 15:18:31
SOL/USDT,85875.37286017199,81046.16757344801,4829.205286723984,2025-10-20 15:18:31
DOGE/USDT,20479261.252639998,17906404.44726,2572856.805379998,2025-10-20 15:18:31
ADA/USDT,6790697.8149999995,6051171.795000001,739526.0199999986,2025-10-20 15:18:31
TRX/USDT,2909782.2540000007,2726598.596,183183.65800000075,2025-10-20 15:18:31
AVAX/USDT,141387.47026000003,158738.42934,-17350.95907999997,2025-10-20 15:18:31
DOT/USDT,244262.80151999998,200953.70558000004,43309.09593999994,2025-10-20 15:18:31
LINK/USDT,347569.9641135,310395.28910899995,37174.67500450008,2025-10-20 15:18:31
SUI/USDT,1417338.3894891401,1403505.5256456698,13832.863843470346,2025-10-20 15:18:31
SHIB/USDT,105049981642.04468,101032851794.70953,4017129847.335144,2025-10-20 15:18:31
LTC/USDT,21458.870194072,22705.978796048,-1247.1086019760005,2025-10-20 15:18:31
ATOM/USDT,62880.365580000005,60565.077919999996,2315.287660000009,2025-10-20 15:18:31
XLM/USDT,1984917.974,1857563.456,127354.51799999992,2025-10-20 15:18:31
UNI/USDT,343252.800243104,353324.860664656,-10072.060421551985,2025-10-20 15:18:31
ICP/USDT,44233.991799999996,50418.1039,-6184.112100000006,2025-10-20 15:18:31
APT/USDT,67009.29418000001,60910.28772,6099.006460000011,2025-10-20 15:18:31
NEAR/USDT,484071.92706,483369.73783999996,702.1892200000584,2025-10-20 15:18:31
AAPL,37372949.0,0.0,37372949.0,2025-10-20 15:18:31
MSFT,4081581.0,0.0,4081581.0,2025-10-20 15:18:31
GOOG,4619943.0,0.0,4619943.0,2025-10-20 15:18:31
GC=F,0.0,0.0,0.0,2025-10-20 15:18:31
CL=F,0.0,0.0,0.0,2025-10-20 15:18:31
TSLA,29059431.0,0.0,29059431.0,2025-10-20 15:18:31
NVDA,58379002.0,0.0,58379002.0,2025-10-20 15:18:31
BTC/USDT,1126.459510578,1002.6134926420001,123.84601793599984,2025-10-20 15:40:46
ETH/USDT,50315.8593314,48323.886443200005,1991.9728881999981,2025-10-20 15:40:46
BNB/USDT,3210.84336,3621.19664,-410.35328000000027,2025-10-20 15:40:46
XRP/USDT,6342963.964460227,5206721.919873484,1136242.0445867423,2025-10-20 15:40:46
SOL/USDT,89080.655060172,81579.664373448,7500.9906867239915,2025-10-20 15:40:46
DOGE/USDT,20964925.656999998,18634901.053799998,2330024.6032,2025-10-20 15:40:46
ADA/USDT,6882345.730999999,6188643.669000001,693702.061999998,2025-10-20 15:40:46
TRX/USDT,2972086.0460000006,2820054.284,152031.76200000057,2025-10-20 15:40:46
AVAX/USDT,145502.2613,164910.6159,-19408.35459999999,2025-10-20 15:40:46
DOT/USDT,248409.26519999997,207173.40110000005,41235.86409999992,2025-10-20 15:40:46
LINK/USDT,350088.1286335,314172.53588899993,35915.592744500085,2025-10-20 15:40:46
SUI/USDT,1441975.94948914,1440461.8656456699,1514.0838434700854,2025-10-20 15:40:46
SHIB/USDT,106932181149.48233,103856151055.866,3076030093.616333,2025-10-20 15:40:46
LTC/USDT,21919.877794072,23397.490196048,-1477.612401975999,2025-10-20 15:40:46
ATOM/USDT,62907.46650000001,60605.7293,2301.7372000000105,2025-10-20 15:40:46
XLM/USDT,2016641.7499999998,1878712.64,137929.10999999987,2025-10-20 15:40:46
UNI/USDT,352335.156163104,366948.394544656,-14613.238381551986,2025-10-20 15:40:46
ICP/USDT,45129.374079999994,51761.17732,-6631.803240000008,2025-10-20 15:40:46
APT/USDT,68023.39114,62431.43316,5591.9579800000065,2025-10-20 15:40:46
NEAR/USDT,494685.65622,499290.33158,-4604.675359999994,2025-10-20 15:40:46
AAPL,42074826.0,0.0,42074826.0,2025-10-20 15:40:46
MSFT,4523500.0,0.0,4523500.0,2025-10-20 15:40:46
GOOG,0.0,0.0,0.0,2025-10-20 15:40:46
GC=F,0.0,0.0,0.0,2025-10-20 15:40:46
CL=F,0.0,0.0,0.0,2025-10-20 15:40:46
TSLA,0.0,0.0,0.0,2025-10-20 15:40:46
NVDA,63963176.0,0.0,63963176.0,2025-10-20 15:40:46
BTC/USDT,1068.84543468,1034.09004531,34.755389369999875,2025-10-20 16:22:09
ETH/USDT,49371.790005756004,51806.96113913401,-2435.171133378004,2025-10-20 16:22:09
BNB/USDT,3645.5076,4133.7236,-488.21600000000035,2025-10-20 16:22:09
XRP/USDT,6038747.01908007,5754264.221670101,284482.79740996845,2025-10-20 16:22:09
SOL/USDT,86149.06426017199,88899.18117344799,-2750.116913275997,2025-10-20 16:22:09
DOGE/USDT,22103719.30342,19845135.35788,2258583.9455399998,2025-10-20 16:22:09
ADA/USDT,6279657.343,6456313.057,-176655.7139999997,2025-10-20 16:22:09
TRX/USDT,2999692.668,3072821.7519999994,-73129.08399999933,2025-10-20 16:22:09
AVAX/USDT,145916.68994,175797.50086,-29880.81091999999,2025-10-20 16:22:09
DOT/USDT,245440.16609999997,223113.28830000001,22326.87779999996,2025-10-20 16:22:09
LINK/USDT,345324.7979535,332171.59066900006,13153.20728449995,2025-10-20 16:22:09
SUI/USDT,1384648.4598464698,1508771.44836059,-124122.98851412022,2025-10-20 16:22:09
SHIB/USDT,104514427655.78517,109516289411.40704,-5001861755.621872,2025-10-20 16:22:09
LTC/USDT,22422.883594072,25305.219396048,-2882.3358019760017,2025-10-20 16:22:09
ATOM/USDT,62515.239859999994,60017.38934000001,2497.8505199999854,2025-10-20 16:22:09
XLM/USDT,1672641.59,1711646.33,-39004.73999999999,2025-10-20 16:22:09
UNI/USDT,348429.15356000006,361089.39064000006,-12660.237079999992,2025-10-20 16:22:09
ICP/USDT,52214.22293999999,63424.62206,-11210.39912000001,2025-10-20 16:22:09
APT/USDT,72620.1382,73987.67790000001,-1367.5397000000085,2025-10-20 16:22:09
NEAR/USDT,481468.92290000006,479465.2315999999,2003.6913000001805,2025-10-20 16:22:09
AAPL,0.0,0.0,0.0,2025-10-20 16:22:09
MSFT,0.0,0.0,0.0,2025-10-20 16:22:09
GOOG,5943235.0,0.0,5943235.0,2025-10-20 16:22:09
GC=F,0.0,0.0,0.0,2025-10-20 16:22:09
CL=F,0.0,0.0,0.0,2025-10-20 16:22:09
TSLA,38002476.0,0.0,38002476.0,2025-10-20 16:22:09
NVDA,72822276.0,0.0,72822276.0,2025-10-20 16:22:09
BTC/USDT,1100.42402765,1168.4057985900001,-67.98177094000016,2025-10-20 16:46:59
ETH/USDT,51940.162575216,55659.51999332401,-3719.357418108004,2025-10-20 16:46:59
BNB/USDT,3771.802,4323.1652,-551.3632000000002,2025-10-20 16:46:59
XRP/USDT,6394281.153080069,6287565.422670102,106715.73040996771,2025-10-20 16:46:59
SOL/USDT,90054.63265879199,94757.53377137799,-4702.901112585998,2025-10-20 16:46:59
DOGE/USDT,21922278.74066,22209179.17024,-286900.4295799993,2025-10-20 16:46:59
ADA/USDT,6824587.311000001,7273708.009,-449120.6979999989,2025-10-20 16:46:59
TRX/USDT,3341065.74,3584881.3599999994,-243815.61999999918,2025-10-20 16:46:59
AVAX/USDT,150809.99046,183137.45163999998,-32327.461179999984,2025-10-20 16:46:59
DOT/USDT,265105.76041999995,252611.67978,12494.080639999942,2025-10-20 16:46:59
LINK/USDT,357696.9016335,350729.746189,6967.155444499978,2025-10-20 16:46:59
SUI/USDT,1472663.6998464698,1640794.30836059,-168130.6085141201,2025-10-20 16:46:59
SHIB/USDT,108821056376.84993,115976232493.0042,-7155176116.154266,2025-10-20 16:46:59
LTC/USDT,23428.493886856,26813.634835224002,-3385.1409483680036,2025-10-20 16:46:59
ATOM/USDT,92062.88646,104338.85924,-12275.972780000011,2025-10-20 16:46:59
XLM/USDT,1689705.5760000001,1832650.2140000002,-142944.63800000004,2025-10-20 16:46:59
UNI/USDT,357818.06204000005,375172.75336000003,-17354.691319999984,2025-10-20 16:46:59
ICP/USDT,55198.69737999999,67901.33372,-12702.636340000005,2025-10-20 16:46:59
APT/USDT,75167.59176,77808.85824,-2641.2664800000057,2025-10-20 16:46:59
NEAR/USDT,494888.82954000006,499595.0915599999,-4706.262019999849,2025-10-20 16:46:59
AAPL,56224074.0,0.0,56224074.0,2025-10-20 16:46:59
MSFT,5502900.0,0.0,5502900.0,2025-10-20 16:46:59
GOOG,6277428.0,0.0,6277428.0,2025-10-20 16:46:59
GC=F,0.0,0.0,0.0,2025-10-20 16:46:59
CL=F,0.0,0.0,0.0,2025-10-20 16:46:59
TSLA,39788677.0,0.0,39788677.0,2025-10-20 16:46:59
NVDA,76722960.0,0.0,76722960.0,2025-10-20 16:46:59
BTC/USDT,1024.6532940060001,1165.334231774,-140.68093776799992,2025-10-20 17:16:30
ETH/USDT,49119.148664916,55808.764995124,-6689.616330208002,2025-10-20 17:16:30
BNB/USDT,3672.2437,4337.4815,-665.2377999999999,2025-10-20 17:16:30
XRP/USDT,6181586.822880068,6270258.835670101,-88672.0127900336,2025-10-20 17:16:30
SOL/USDT,83800.36159941,93439.81073179,-9639.449132380003,2025-10-20 17:16:30
DOGE/USDT,21034522.623060003,22035427.19124,-1000904.5681799985,2025-10-20 17:16:30
ADA/USDT,6508267.095,7257417.335,-749150.2400000002,2025-10-20 17:16:30
TRX/USDT,2909533.7039999994,3339256.4959999993,-429722.7919999999,2025-10-20 17:16:30
AVAX/USDT,188700.16402000003,230568.25058,-41868.08655999997,2025-10-20 17:16:30
DOT/USDT,254902.83027999997,252460.62612,2442.2041599999648,2025-10-20 17:16:30
LINK/USDT,354696.87438635394,353293.10842423607,1403.7659621178755,2025-10-20 17:16:30
SUI/USDT,1565057.83984647,1910066.76836059,-345008.92851412017,2025-10-20 17:16:30
SHIB/USDT,101578268892.65709,112251566105.21419,-10673297212.557098,2025-10-20 17:16:30
LTC/USDT,22282.504086856,26983.632635224003,-4701.128548368004,2025-10-20 17:16:30
ATOM/USDT,87787.10936,105989.36233999999,-18202.25297999999,2025-10-20 17:16:30
XLM/USDT,1598947.5259999998,1807919.2839999998,-208971.7579999999,2025-10-20 17:16:30
UNI/USDT,332073.56250000006,362349.63460000005,-30276.07209999999,2025-10-20 17:16:30
ICP/USDT,53884.9745,68432.5277,-14547.55320000001,2025-10-20 17:16:30
APT/USDT,73185.77572,77512.11017999999,-4326.334459999984,2025-10-20 17:16:30
NEAR/USDT,422286.44670000003,461602.49539999996,-39316.04869999993,2025-10-20 17:16:30
AAPL,0.0,0.0,0.0,2025-10-20 17:16:30
MSFT,5952135.0,0.0,5952135.0,2025-10-20 17:16:30
GOOG,6636357.0,0.0,6636357.0,2025-10-20 17:16:30
GC=F,0.0,0.0,0.0,2025-10-20 17:16:30
CL=F,0.0,0.0,0.0,2025-10-20 17:16:30
TSLA,42446403.0,0.0,42446403.0,2025-10-20 17:16:30
NVDA,82080250.0,0.0,82080250.0,2025-10-20 17:16:30
BTC/USDT,1057.29523569,1214.2971443000001,-157.0019086100001,2025-10-20 17:40:15
ETH/USDT,50133.548678236,57330.365015104,-7196.816336867996,2025-10-20 17:40:15
BNB/USDT,3732.22154,4427.448259999999,-695.2267199999992,2025-10-20 17:40:15
XRP/USDT,6323467.804480067,6643585.613370102,-320117.80889003444,2025-10-20 17:40:15
SOL/USDT,86388.50119941,97322.02013179,-10933.51893238,2025-10-20 17:40:15
DOGE/USDT,21285458.049580004,22411830.33102,-1126372.2814399973,2025-10-20 17:40:15
ADA/USDT,6634520.599,7446797.591,-812276.9919999996,2025-10-20 17:40:15
TRX/USDT,2953633.3899999997,3437997.0699999994,-484363.6799999997,2025-10-20 17:40:15
AVAX/USDT,191213.27998000002,243742.38592,-52529.10593999998,2025-10-20 17:40:15
DOT/USDT,262806.52196,264316.16364000004,-1509.6416800000588,2025-10-20 17:40:15
LINK/USDT,356813.13369427394,363479.40758611605,-6666.273891842109,2025-10-20 17:40:15
SUI/USDT,1610344.9998464698,1977997.50836059,-367652.50851412024,2025-10-20 17:40:15
SHIB/USDT,103361597796.0334,116973834492.02716,-13612236695.99376,2025-10-20 17:40:15
LTC/USDT,24426.004486856,30198.883235224002,-5772.878748368003,2025-10-20 17:40:15
ATOM/USDT,88255.98324,106692.67315999999,-18436.68991999999,2025-10-20 17:40:15
XLM/USDT,1641573.058,1871857.5819999997,-230284.52399999974,2025-10-20 17:40:15
UNI/USDT,338388.47364000004,380232.48196,-41844.008319999964,2025-10-20 17:40:15
ICP/USDT,54523.00142,69389.56808,-14866.566659999997,2025-10-20 17:40:15
APT/USDT,73798.31556,80345.32653999998,-6547.010979999977,2025-10-20 17:40:15
NEAR/USDT,439336.6401,487177.7855,-47841.14539999998,2025-10-20 17:40:15
AAPL,62723209.0,0.0,62723209.0,2025-10-20 17:40:15
MSFT,6303893.0,0.0,6303893.0,2025-10-20 17:40:15
GOOG,7050868.0,0.0,7050868.0,2025-10-20 17:40:15
GC=F,0.0,0.0,0.0,2025-10-20 17:40:15
CL=F,0.0,0.0,0.0,2025-10-20 17:40:15
TSLA,44085828.0,0.0,44085828.0,2025-10-20 17:40:15
NVDA,85813001.0,0.0,85813001.0,2025-10-20 17:40:15
BTC/USDT,1000.448741112,1205.3090381079999,-204.86029699599987,2025-10-20 18:27:10
ETH/USDT,48988.13898166401,54396.29827925601,-5408.159297591999,2025-10-20 18:27:10
BNB/USDT,3378.97444,4113.08426,-734.1098199999997,2025-10-20 18:27:10
XRP/USDT,6309055.329503443,6489408.335105166,-180353.00560172275,2025-10-20 18:27:10
SOL/USDT,72217.584789012,85619.674183518,-13402.089394505994,2025-10-20 18:27:10
DOGE/USDT,19691143.10856,22069531.61104,-2378388.5024800003,2025-10-20 18:27:10
ADA/USDT,6104764.999,7033431.521,-928666.5219999999,2025-10-20 18:27:10
TRX/USDT,2988547.886,3369343.004,-380795.11800000025,2025-10-20 18:27:10
AVAX/USDT,195488.06114,241218.38486,-45730.323719999986,2025-10-20 18:27:10
DOT/USDT,260981.93213999996,253241.09226000003,7740.839879999927,2025-10-20 18:27:10
LINK/USDT,292974.76390823396,312145.03477215604,-19170.27086392208,2025-10-20 18:27:10
SUI/USDT,1583926.43984647,1924731.36836059,-340804.92851411994,2025-10-20 18:27:10
SHIB/USDT,95216517114.43817,116948389452.11473,-21731872337.67656,2025-10-20 18:27:10
LTC/USDT,23529.264886856003,29972.219835224005,-6442.954948368002,2025-10-20 18:27:10
ATOM/USDT,87007.16735767601,108342.06483651401,-21334.897478838,2025-10-20 18:27:10
XLM/USDT,1452414.2780000002,1772885.3619999995,-320471.08399999933,2025-10-20 18:27:10
UNI/USDT,340503.7803,378281.3186,-37777.538300000015,2025-10-20 18:27:10
ICP/USDT,52587.886959999996,70246.55404,-17658.667080000007,2025-10-20 18:27:10
APT/USDT,71551.75432,77311.89438,-5760.140060000005,2025-10-20 18:27:10
NEAR/USDT,402317.67423999996,477331.35976,-75013.68552000006,2025-10-20 18:27:10
AAPL,66600833.0,0.0,66600833.0,2025-10-20 18:27:10
MSFT,6985674.0,0.0,6985674.0,2025-10-20 18:27:10
GOOG,7547640.0,0.0,7547640.0,2025-10-20 18:27:10
GC=F,0.0,0.0,0.0,2025-10-20 18:27:10
CL=F,0.0,0.0,0.0,2025-10-20 18:27:10
TSLA,48415197.0,0.0,48415197.0,2025-10-20 18:27:10
NVDA,91939466.0,0.0,91939466.0,2025-10-20 18:27:10
BTC/USDT,1050.117985704,1238.4218678359998,-188.3038821319999,2025-10-20 18:51:47
ETH/USDT,50746.42516924401,55568.48907097601,-4822.063901731999,2025-10-20 18:51:47
BNB/USDT,3521.88348,4192.8543199999995,-670.9708399999995,2025-10-20 18:51:47
XRP/USDT,6602092.333895131,6550595.8430134775,51496.4908816535,2025-10-20 18:51:47
SOL/USDT,75418.95758420801,86347.22138832201,-10928.263804114002,2025-10-20 18:51:47
DOGE/USDT,20213589.658639997,21999191.19266,-1785601.534020003,2025-10-20 18:51:47
ADA/USDT,6219595.867,7109985.432999999,-890389.5659999996,2025-10-20 18:51:47
TRX/USDT,3047432.6059999997,3408599.484,-361166.8780000005,2025-10-20 18:51:47
AVAX/USDT,209750.59258,244601.86961999998,-34851.277039999986,2025-10-20 18:51:47
DOT/USDT,264545.7978,255617.0027,8928.795099999988,2025-10-20 18:51:47
LINK/USDT,329543.935908234,336524.482772156,-6980.546863922034,2025-10-20 18:51:47
SUI/USDT,1648643.09984647,1935200.80836059,-286557.70851411996,2025-10-20 18:51:47
SHIB/USDT,97904659378.14809,120980602847.67961,-23075943469.531525,2025-10-20 18:51:47
LTC/USDT,24071.304286856,30333.579435224005,-6262.275148368004,2025-10-20 18:51:47
ATOM/USDT,102020.25371651401,117863.172077676,-15842.918361161996,2025-10-20 18:51:47
XLM/USDT,1484002.754,1793944.3459999997,-309941.5919999997,2025-10-20 18:51:47
UNI/USDT,361119.53142,381713.61387999996,-20594.082459999947,2025-10-20 18:51:47
ICP/USDT,55102.87134,70747.34606000001,-15644.474720000013,2025-10-20 18:51:47
APT/USDT,72537.23548,78790.11611999999,-6252.8806399999885,2025-10-20 18:51:47
NEAR/USDT,425625.12575999997,485229.08624000003,-59603.96048000007,2025-10-20 18:51:47
AAPL,0.0,0.0,0.0,2025-10-20 18:51:47
MSFT,7421682.0,0.0,7421682.0,2025-10-20 18:51:47
GOOG,7905724.0,0.0,7905724.0,2025-10-20 18:51:47
GC=F,0.0,0.0,0.0,2025-10-20 18:51:47
CL=F,0.0,0.0,0.0,2025-10-20 18:51:47
TSLA,50620445.0,0.0,50620445.0,2025-10-20 18:51:47
NVDA,95195410.0,0.0,95195410.0,2025-10-20 18:51:47
BTC/USDT,1024.385789958,1193.199407742,-168.81361778399992,2025-10-20 19:15:35
ETH/USDT,49869.971669844,53810.38747787601,-3940.415808032005,2025-10-20 19:15:35
BNB/USDT,3384.8078400000004,3921.9148599999994,-537.107019999999,2025-10-20 19:15:35
XRP/USDT,6525578.363855132,6499586.5296534775,25991.83420165442,2025-10-20 19:15:35
SOL/USDT,72270.444584208,80831.74938832202,-8561.304804114014,2025-10-20 19:15:35
DOGE/USDT,19760637.694679994,21234669.307820003,-1474031.6131400093,2025-10-20 19:15:35
ADA/USDT,5975123.900999999,6703714.629000001,-728590.728000002,2025-10-20 19:15:35
TRX/USDT,2789603.7800000003,3243184.21,-453580.4299999997,2025-10-20 19:15:35
AVAX/USDT,205368.93504,235253.57046000002,-29884.635420000006,2025-10-20 19:15:35
DOT/USDT,258131.15385999996,242567.11184000006,15564.042019999906,2025-10-20 19:15:35
LINK/USDT,296069.94650823396,282426.242872156,13643.703636077931,2025-10-20 19:15:35
SUI/USDT,1586184.780662978,1828532.6295853518,-242347.84892237373,2025-10-20 19:15:35
SHIB/USDT,96032476841.88643,110052611074.51834,-14020134232.631912,2025-10-20 19:15:35
LTC/USDT,22354.528286856003,27571.653435224,-5217.125148367999,2025-10-20 19:15:35
ATOM/USDT,139627.309476514,141377.629917676,-1750.32044116201,2025-10-20 19:15:35
XLM/USDT,1291537.3709999998,1670993.6989999998,-379456.328,2025-10-20 19:15:35
UNI/USDT,345139.86182,352972.83038,-7832.968560000008,2025-10-20 19:15:35
ICP/USDT,52285.32554,64819.02996,-12533.704420000002,2025-10-20 19:15:35
APT/USDT,69875.40573999999,71702.75956,-1827.3538200000185,2025-10-20 19:15:35
NEAR/USDT,394823.93146,435492.69584,-40668.76438000001,2025-10-20 19:15:35
AAPL,70871124.0,0.0,70871124.0,2025-10-20 19:15:35
MSFT,7875400.0,0.0,7875400.0,2025-10-20 19:15:35
GOOG,8425713.0,0.0,8425713.0,2025-10-20 19:15:35
GC=F,0.0,0.0,0.0,2025-10-20 19:15:35
CL=F,0.0,0.0,0.0,2025-10-20 19:15:35
TSLA,53117578.0,0.0,53117578.0,2025-10-20 19:15:35
NVDA,0.0,99841824.0,-99841824.0,2025-10-20 19:15:35
BTC/USDT,1045.188431534,1224.403370106,-179.21493857199994,2025-10-20 19:37:58
ETH/USDT,51486.445956624004,54383.286209196005,-2896.840252572001,2025-10-20 19:37:58
BNB/USDT,3483.4259600000005,3932.3488399999997,-448.92287999999917,2025-10-20 19:37:58
XRP/USDT,6854980.460735132,6719187.927573477,135792.53316165507,2025-10-20 19:37:58
SOL/USDT,74324.69898420801,81422.74498832201,-7098.046004114003,2025-10-20 19:37:58
DOGE/USDT,20213957.315579996,21382653.961820006,-1168696.6462400109,2025-10-20 19:37:58
ADA/USDT,6174102.924999999,6768221.045,-594118.120000001,2025-10-20 19:37:58
TRX/USDT,2864254.148,3286480.512,-422226.36400000006,2025-10-20 19:37:58
AVAX/USDT,216572.53374,239270.49256,-22697.95882,2025-10-20 19:37:58
DOT/USDT,264560.71375999996,243210.55094000004,21350.16281999991,2025-10-20 19:37:58
LINK/USDT,303478.22106823395,293538.65471215604,9939.566356077907,2025-10-20 19:37:58
SUI/USDT,1634960.220662978,1842453.6895853519,-207493.46892237384,2025-10-20 19:37:58
SHIB/USDT,100463035240.98611,111697385285.80167,-11234350044.815552,2025-10-20 19:37:58
LTC/USDT,23194.182286856005,27957.659435224,-4763.477148367994,2025-10-20 19:37:58
ATOM/USDT,185021.66937651398,171640.536517676,13381.132858837984,2025-10-20 19:37:58
XLM/USDT,1389341.4172674078,1730836.7881782718,-341495.3709108641,2025-10-20 19:37:58
UNI/USDT,360095.9408,358576.79490000004,1519.145899999945,2025-10-20 19:37:58
ICP/USDT,60281.8214,70150.0272,-9868.205799999996,2025-10-20 19:37:58
APT/USDT,70655.15277999999,72872.38012,-2217.227340000012,2025-10-20 19:37:58
NEAR/USDT,411163.29912,441297.07298,-30133.773860000016,2025-10-20 19:37:58
AAPL,73322750.0,0.0,73322750.0,2025-10-20 19:37:58
MSFT,8414996.0,0.0,8414996.0,2025-10-20 19:37:58
GOOG,8813953.0,0.0,8813953.0,2025-10-20 19:37:58
GC=F,0.0,0.0,0.0,2025-10-20 19:37:58
CL=F,0.0,0.0,0.0,2025-10-20 19:37:58
TSLA,55598045.0,0.0,55598045.0,2025-10-20 19:37:58
NVDA,0.0,106024767.0,-106024767.0,2025-10-20 19:37:58
BTC/USDT,1031.597318518,1171.057223042,-139.45990452399997,2025-10-20 20:20:19
ETH/USDT,51000.512995264005,51124.323324156,-123.8103288919956,2025-10-20 20:20:19
BNB/USDT,3673.8426800000007,3994.2368199999996,-320.39413999999897,2025-10-20 20:20:19
XRP/USDT,7744020.0605827095,7311880.9941385295,432139.06644418,2025-10-20 20:20:19
SOL/USDT,74431.50478420801,77435.741188322,-3004.2364041139954,2025-10-20 20:20:19
DOGE/USDT,21678952.76162,21446794.321480002,232158.44013999775,2025-10-20 20:20:19
ADA/USDT,6327464.908,6826846.322,-499381.4139999999,2025-10-20 20:20:19
TRX/USDT,2689362.3040000005,3197047.636,-507685.3319999995,2025-10-20 20:20:19
AVAX/USDT,222497.01944000003,235239.02656000006,-12742.007120000024,2025-10-20 20:20:19
DOT/USDT,275335.77426,237480.93114,37854.843119999976,2025-10-20 20:20:19
LINK/USDT,289892.24952188,287662.96994792,2229.279573959997,2025-10-20 20:20:19
SUI/USDT,1593239.3806629782,1743585.329585352,-150345.94892237382,2025-10-20 20:20:19
SHIB/USDT,100293770507.91933,107060821259.63274,-6767050751.713409,2025-10-20 20:20:19
LTC/USDT,23676.993086856,27754.084635223997,-4077.0915483679964,2025-10-20 20:20:19
ATOM/USDT,197261.127816514,179800.175477676,17460.95233883799,2025-10-20 20:20:19
XLM/USDT,1563936.7252674082,1786938.6901782718,-223001.96491086367,2025-10-20 20:20:19
UNI/USDT,359261.44931999996,335450.24977999995,23811.19954,2025-10-20 20:20:19
