timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2026-05-14T02:53:38.534546,BTC/USDT,340.980208762,312.648768818,28.33143994400001,52.16724173160854,47.83275826839145,4.334483463217085,⚪,⚪ Buy: 52.2% | Sell: 47.8% | Net: 4.3% | Value: 28
2026-05-14T02:53:39.854013,ETH/USDT,10099.004422646,10198.843785764,-99.83936311800062,49.75406416952947,50.24593583047052,-0.49187166094105583,⚪,⚪ Buy: 49.8% | Sell: 50.2% | Net: -0.5% | Value: -100
2026-05-14T02:53:41.260310,BNB/USDT,4307.342519999999,4247.151980000001,60.19053999999869,50.351806526966605,49.64819347303339,0.7036130539332124,⚪,⚪ Buy: 50.4% | Sell: 49.6% | Net: 0.7% | Value: 60
2026-05-14T02:53:42.339090,XRP/USDT,11376237.811745021,10671180.69361753,705057.1181274913,51.598956172478886,48.401043827521114,3.197912344957763,⚪,"⚪ Buy: 51.6% | Sell: 48.4% | Net: 3.2% | Value: 705,057"
2026-05-14T02:53:43.600585,SOL/USDT,101450.446196604,96785.60879490599,4664.837401698009,51.176586520019725,48.82341347998027,2.353173040039459,⚪,"⚪ Buy: 51.2% | Sell: 48.8% | Net: 2.4% | Value: 4,665"
2026-05-14T02:53:44.986850,DOGE/USDT,31050280.11521226,27314971.12277484,3735308.9924374223,53.19994252848028,46.80005747151972,6.399885056960556,⚪,"⚪ Buy: 53.2% | Sell: 46.8% | Net: 6.4% | Value: 3,735,309"
2026-05-14T02:53:46.085520,ADA/USDT,2317671.9859999996,2471095.8039999995,-153423.81799999997,48.39808668191865,51.60191331808135,-3.203826636162703,⚪,"⚪ Buy: 48.4% | Sell: 51.6% | Net: -3.2% | Value: -153,424"
2026-05-14T02:53:47.176221,TRX/USDT,1232034.905808936,1410315.0937134041,-178280.18790446804,46.62648422925245,53.373515770747545,-6.747031541495104,⚪,"⚪ Buy: 46.6% | Sell: 53.4% | Net: -6.7% | Value: -178,280"
2026-05-14T02:53:48.735025,AVAX/USDT,139242.65856,141999.64414,-2756.9855799999787,49.50985581586906,50.49014418413095,-0.980288368261884,⚪,"⚪ Buy: 49.5% | Sell: 50.5% | Net: -1.0% | Value: -2,757"
2026-05-14T02:53:50.073124,DOT/USDT,7755474.690840001,7765102.87766,-9628.186819998547,49.968982511193595,50.031017488806405,-0.0620349776128149,⚪,"⚪ Buy: 50.0% | Sell: 50.0% | Net: -0.1% | Value: -9,628"
2026-05-14T02:53:51.208547,LINK/USDT,163574.519598818,154745.132999212,8829.38659960602,51.38687425164347,48.61312574835653,2.7737485032869325,⚪,"⚪ Buy: 51.4% | Sell: 48.6% | Net: 2.8% | Value: 8,829"
2026-05-14T02:53:52.429962,SUI/USDT,1012795.82,1121894.28,-109098.46000000008,47.44463001913017,52.55536998086983,-5.110739961739649,⚪,"⚪ Buy: 47.4% | Sell: 52.6% | Net: -5.1% | Value: -109,098"
2026-05-14T02:53:53.801317,SHIB/USDT,566590222063.082,593260825456.2802,-26670603393.19812,48.85025739079858,51.14974260920141,-2.29948521840283,⚪,"⚪ Buy: 48.9% | Sell: 51.1% | Net: -2.3% | Value: -26,670,603,393"
2026-05-14T02:53:55.114660,LTC/USDT,13503.245599999998,13274.173399999998,229.07220000000052,50.42773390519826,49.57226609480175,0.8554678103965158,⚪,⚪ Buy: 50.4% | Sell: 49.6% | Net: 0.9% | Value: 229
2026-05-14T02:53:56.282874,ATOM/USDT,76817.21134,82907.12865999999,-6089.917319999993,48.09361637681521,51.906383623184794,-3.812767246369585,⚪,"⚪ Buy: 48.1% | Sell: 51.9% | Net: -3.8% | Value: -6,090"
2026-05-14T02:53:57.372559,XLM/USDT,816527.54,911508.11,-94980.56999999995,47.25177631607311,52.748223683926895,-5.496447367853779,⚪,"⚪ Buy: 47.3% | Sell: 52.7% | Net: -5.5% | Value: -94,981"
2026-05-14T02:53:58.436237,UNI/USDT,1353991.3251,1280485.8943,73505.43079999997,51.39506673769495,48.60493326230506,2.790133475389883,⚪,"⚪ Buy: 51.4% | Sell: 48.6% | Net: 2.8% | Value: 73,505"
2026-05-14T02:53:59.798898,ICP/USDT,43550.530779999994,49398.30162,-5847.770840000005,46.85430645603247,53.14569354396754,-6.2913870879350675,⚪,"⚪ Buy: 46.9% | Sell: 53.1% | Net: -6.3% | Value: -5,848"
2026-05-14T02:54:00.866435,APT/USDT,49282.30618,57572.309920000014,-8290.003740000015,46.120895829038496,53.87910417096151,-7.758208341923016,⚪,"⚪ Buy: 46.1% | Sell: 53.9% | Net: -7.8% | Value: -8,290"
2026-05-14T02:54:02.125195,NEAR/USDT,5687810.18118,6076244.69702,-388434.51583999954,48.34906195244036,51.650938047559634,-3.301876095119282,⚪,"⚪ Buy: 48.3% | Sell: 51.7% | Net: -3.3% | Value: -388,435"
2026-05-14T02:54:02.535621,AAPL,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-05-14T02:54:02.690454,MSFT,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-05-14T02:54:02.810388,GOOG,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-05-14T02:54:02.914430,GC=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-05-14T02:54:03.023472,CL=F,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-05-14T02:54:03.140433,TSLA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-05-14T02:54:03.292985,NVDA,0,0,0,0,0,0,⚪,⚪ Buy: 0.0% | Sell: 0.0% | Net: 0.0% | Value: 0
2026-05-14T06:23:53.653572,BTC/USDT,237.052197246,213.500725864,23.55147138199999,52.61361875309042,47.386381246909586,5.2272375061808285,⚪,⚪ Buy: 52.6% | Sell: 47.4% | Net: 5.2% | Value: 24
2026-05-14T06:23:57.128162,ETH/USDT,8572.268208598,9002.335771632,-430.06756303400107,48.77645162440704,51.22354837559296,-2.447096751185928,⚪,⚪ Buy: 48.8% | Sell: 51.2% | Net: -2.4% | Value: -430
2026-05-14T06:23:58.729477,BNB/USDT,4390.589419999999,4354.52778,36.06163999999899,50.20618157067121,49.793818429328766,0.4123631413424509,⚪,⚪ Buy: 50.2% | Sell: 49.8% | Net: 0.4% | Value: 36
2026-05-14T06:24:00.622620,XRP/USDT,9641208.05796,8937214.12554,703993.9324200004,51.894654792174,48.105345207826,3.7893095843479996,⚪,"⚪ Buy: 51.9% | Sell: 48.1% | Net: 3.8% | Value: 703,994"
2026-05-14T06:24:03.584859,SOL/USDT,80880.059184094,80794.239789396,85.81939469800272,50.0265408278381,49.9734591721619,0.05308165567619047,⚪,⚪ Buy: 50.0% | Sell: 50.0% | Net: 0.1% | Value: 86
