timestamp,market,buy_volume,sell_volume,net_flow,buy_%,sell_%,net_%,trend,message
2026-03-19T02:02:30.999366,BTC/USDT,991.675088112,985.995040548,5.680047564000006,50.143604524376585,49.856395475623415,0.2872090487531713,⚪,⚪ Buy: 50.1% | Sell: 49.9% | Net: 0.3% | Value: 6
2026-03-19T02:02:32.162193,ETH/USDT,38537.408941051995,38815.99707542801,-278.588134376012,49.81992510173588,50.18007489826412,-0.36014979652823476,⚪,⚪ Buy: 49.8% | Sell: 50.2% | Net: -0.4% | Value: -279
2026-03-19T02:02:33.892612,BNB/USDT,4330.262175686001,3792.698217124,537.5639585620006,53.30891653145214,46.69108346854786,6.6178330629042925,⚪,⚪ Buy: 53.3% | Sell: 46.7% | Net: 6.6% | Value: 538
2026-03-19T02:02:35.698718,XRP/USDT,9822445.543931637,10289441.554521091,-466996.0105894543,48.83900499166639,51.16099500833361,-2.321990016667217,⚪,"⚪ Buy: 48.8% | Sell: 51.2% | Net: -2.3% | Value: -466,996"
2026-03-19T02:02:37.169498,SOL/USDT,92752.599101662,83495.63640110799,9256.96270055401,52.62611500028564,47.373884999714356,5.252230000571282,⚪,"⚪ Buy: 52.6% | Sell: 47.4% | Net: 5.3% | Value: 9,257"
2026-03-19T02:02:38.511701,DOGE/USDT,15056092.99428,14044057.74052,1012035.2537599988,51.7388831813674,48.2611168186326,3.477766362734802,⚪,"⚪ Buy: 51.7% | Sell: 48.3% | Net: 3.5% | Value: 1,012,035"
2026-03-19T02:02:39.550723,ADA/USDT,4253345.602,3718404.278,534941.324,53.35523148651523,46.64476851348477,6.7104629730304595,⚪,"⚪ Buy: 53.4% | Sell: 46.6% | Net: 6.7% | Value: 534,941"
2026-03-19T02:02:42.059377,TRX/USDT,2790181.6019999995,2262066.5779999997,528115.0239999997,55.22653485324229,44.773465146757694,10.453069706484605,⚪,"⚪ Buy: 55.2% | Sell: 44.8% | Net: 10.5% | Value: 528,115"
2026-03-19T02:02:43.251367,AVAX/USDT,810620.854000186,883343.991100124,-72723.137099938,47.85346380385976,52.14653619614024,-4.293072392280468,⚪,"⚪ Buy: 47.9% | Sell: 52.1% | Net: -4.3% | Value: -72,723"
2026-03-19T02:02:44.675844,DOT/USDT,6726837.48932,6759649.379580001,-32811.890260001644,49.878352714910264,50.12164728508974,-0.2432945701794754,⚪,"⚪ Buy: 49.9% | Sell: 50.1% | Net: -0.2% | Value: -32,812"
2026-03-19T02:02:45.996837,LINK/USDT,340342.98766,343161.05974,-2818.0720800000126,49.79385110514563,50.206148894854365,-0.4122977897087449,⚪,"⚪ Buy: 49.8% | Sell: 50.2% | Net: -0.4% | Value: -2,818"
2026-03-19T02:02:47.173744,SUI/USDT,1013883.34,996742.06,17141.27999999991,50.42626736934687,49.57373263065313,0.8525347386937374,⚪,"⚪ Buy: 50.4% | Sell: 49.6% | Net: 0.9% | Value: 17,141"
2026-03-19T02:02:48.307166,SHIB/USDT,1138454758760.0544,1250823597550.854,-112368838790.79956,47.64847744730131,52.351522552698704,-4.703045105397398,⚪,"⚪ Buy: 47.6% | Sell: 52.4% | Net: -4.7% | Value: -112,368,838,791"
2026-03-19T02:02:50.031759,LTC/USDT,15581.529,14037.302000000001,1544.226999999999,52.606833132610795,47.3931668673892,5.213666265221605,⚪,"⚪ Buy: 52.6% | Sell: 47.4% | Net: 5.2% | Value: 1,544"
2026-03-19T02:02:51.134868,ATOM/USDT,36763.026978644004,42459.768167965995,-5696.7411893219905,46.40460729845521,53.59539270154479,-7.190785403089578,⚪,"⚪ Buy: 46.4% | Sell: 53.6% | Net: -7.2% | Value: -5,697"
